id,frame,budget,rule,estimate,ci_low,ci_high,note
pairedall_three_year_early_D2_vs_lottery_missing_pool_mean_b1,three_year_early,1%,D2 minus lottery,1.357330,-7.627188,8.230187,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_missing_zero_citation_percentile_b1,three_year_early,1%,D2 minus lottery,0.556868,-9.818428,8.457824,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_observed_only_b1,three_year_early,1%,D2 minus mean,-16.061047,-28.629250,-2.473305,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_percentile_0_b1,three_year_early,1%,D2 minus mean,-20.372815,-34.053967,-4.758823,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_pool_mean_b1,three_year_early,1%,D2 minus mean,-14.953417,-25.371387,-2.855200,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_zero_citation_percentile_b1,three_year_early,1%,D2 minus mean,-18.463116,-30.828423,-4.075670,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_observed_only_b1,three_year_early,1%,mean minus lottery,17.622841,7.358070,23.864479,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_percentile_0_b1,three_year_early,1%,mean minus lottery,20.239042,7.615668,27.332621,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_pool_mean_b1,three_year_early,1%,mean minus lottery,16.310747,6.622102,22.249554,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_zero_citation_percentile_b1,three_year_early,1%,mean minus lottery,19.019984,7.538832,25.671922,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_D2_observed_only_b1,three_year_early,1%,mean minus D2,16.061047,2.473305,28.629250,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_D2_missing_percentile_0_b1,three_year_early,1%,mean minus D2,20.372815,4.758823,34.053967,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_D2_missing_pool_mean_b1,three_year_early,1%,mean minus D2,14.953417,2.855200,25.371387,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_D2_missing_zero_citation_percentile_b1,three_year_early,1%,mean minus D2,18.463116,4.075670,30.828423,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_lottery_observed_only_b1,three_year_early,1%,variance minus lottery,0.369621,-9.120615,11.989199,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_lottery_missing_percentile_0_b1,three_year_early,1%,variance minus lottery,1.480867,-7.827744,12.968515,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_lottery_missing_pool_mean_b1,three_year_early,1%,variance minus lottery,0.262271,-7.794510,10.364509,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_lottery_missing_zero_citation_percentile_b1,three_year_early,1%,variance minus lottery,1.216659,-7.423102,11.960792,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_mean_observed_only_b1,three_year_early,1%,variance minus mean,-17.253220,-27.160236,-1.676602,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_mean_missing_percentile_0_b1,three_year_early,1%,variance minus mean,-18.758175,-28.677579,-2.092356,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_mean_missing_pool_mean_b1,three_year_early,1%,variance minus mean,-16.048476,-25.072701,-1.942906,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_mean_missing_zero_citation_percentile_b1,three_year_early,1%,variance minus mean,-17.803326,-26.992058,-2.539670,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_D2_observed_only_b1,three_year_early,1%,variance minus D2,-1.192173,-9.632265,11.933277,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_D2_missing_percentile_0_b1,three_year_early,1%,variance minus D2,1.614640,-7.403463,16.267992,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_D2_missing_pool_mean_b1,three_year_early,1%,variance minus D2,-1.095059,-8.333868,9.892300,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_variance_vs_D2_missing_zero_citation_percentile_b1,three_year_early,1%,variance minus D2,0.659791,-7.219508,13.826417,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_lottery_observed_only_b1,three_year_early,1%,max minus lottery,12.246117,-0.173072,23.034544,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_lottery_missing_percentile_0_b1,three_year_early,1%,max minus lottery,5.221677,-4.657497,18.064317,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_lottery_missing_pool_mean_b1,three_year_early,1%,max minus lottery,9.433250,0.172713,18.440031,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_lottery_missing_zero_citation_percentile_b1,three_year_early,1%,max minus lottery,6.494510,-3.222704,18.058039,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_mean_observed_only_b1,three_year_early,1%,max minus mean,-5.376724,-17.328236,8.710588,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_mean_missing_percentile_0_b1,three_year_early,1%,max minus mean,-15.017365,-24.294916,3.000451,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_mean_missing_pool_mean_b1,three_year_early,1%,max minus mean,-6.877497,-15.979236,6.055188,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_mean_missing_zero_citation_percentile_b1,three_year_early,1%,max minus mean,-12.525474,-21.426103,3.556195,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_D2_observed_only_b1,three_year_early,1%,max minus D2,10.684323,-2.435579,25.778174,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_D2_missing_percentile_0_b1,three_year_early,1%,max minus D2,5.355450,-5.614342,23.126306,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_D2_missing_pool_mean_b1,three_year_early,1%,max minus D2,8.075920,-1.750782,20.617233,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_vs_D2_missing_zero_citation_percentile_b1,three_year_early,1%,max minus D2,5.937642,-4.141357,21.877563,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_lottery_observed_only_b1,three_year_early,1%,max_resid minus lottery,-3.441336,-12.162964,9.782145,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_lottery_missing_percentile_0_b1,three_year_early,1%,max_resid minus lottery,-6.543914,-14.286008,7.445512,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_lottery_missing_pool_mean_b1,three_year_early,1%,max_resid minus lottery,-2.387356,-8.953578,7.850313,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_lottery_missing_zero_citation_percentile_b1,three_year_early,1%,max_resid minus lottery,-5.163345,-11.977894,7.461792,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_mean_observed_only_b1,three_year_early,1%,max_resid minus mean,-21.064178,-30.473804,-3.302600,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_mean_missing_percentile_0_b1,three_year_early,1%,max_resid minus mean,-26.782955,-36.606076,-6.513205,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_mean_missing_pool_mean_b1,three_year_early,1%,max_resid minus mean,-18.698102,-26.758364,-3.760942,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_mean_missing_zero_citation_percentile_b1,three_year_early,1%,max_resid minus mean,-24.183329,-33.093656,-5.906427,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_D2_observed_only_b1,three_year_early,1%,max_resid minus D2,-5.003131,-10.873032,8.484379,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_D2_missing_percentile_0_b1,three_year_early,1%,max_resid minus D2,-6.410140,-11.325589,7.037682,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_D2_missing_pool_mean_b1,three_year_early,1%,max_resid minus D2,-3.744685,-8.089733,6.986983,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_max_resid_vs_D2_missing_zero_citation_percentile_b1,three_year_early,1%,max_resid minus D2,-5.720213,-10.174382,6.503983,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_mean_observed_only_b1,three_year_early,1%,lottery minus mean,-17.622841,-23.864479,-7.358070,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_mean_missing_percentile_0_b1,three_year_early,1%,lottery minus mean,-20.239042,-27.332621,-7.615668,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_mean_missing_pool_mean_b1,three_year_early,1%,lottery minus mean,-16.310747,-22.249554,-6.622102,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_mean_missing_zero_citation_percentile_b1,three_year_early,1%,lottery minus mean,-19.019984,-25.671922,-7.538832,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_D2_observed_only_b1,three_year_early,1%,lottery minus D2,-1.561794,-10.121691,10.004004,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_D2_missing_percentile_0_b1,three_year_early,1%,lottery minus D2,0.133774,-8.684289,11.731155,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_D2_missing_pool_mean_b1,three_year_early,1%,lottery minus D2,-1.357330,-8.230187,7.627188,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_lottery_vs_D2_missing_zero_citation_percentile_b1,three_year_early,1%,lottery minus D2,-0.556868,-8.457824,9.818428,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_observed_only_b2,three_year_early,2%,D2 minus lottery,0.622285,-7.763406,7.497452,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_missing_percentile_0_b2,three_year_early,2%,D2 minus lottery,-0.994109,-8.618962,5.718053,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_missing_pool_mean_b2,three_year_early,2%,D2 minus lottery,0.562064,-6.023509,6.110590,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_lottery_missing_zero_citation_percentile_b2,three_year_early,2%,D2 minus lottery,-0.406807,-7.526955,5.773081,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_observed_only_b2,three_year_early,2%,D2 minus mean,-9.759509,-22.982887,-2.074751,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_percentile_0_b2,three_year_early,2%,D2 minus mean,-9.530742,-23.038253,-1.758852,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_pool_mean_b2,three_year_early,2%,D2 minus mean,-8.240208,-19.664786,-1.985519,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_D2_vs_mean_missing_zero_citation_percentile_b2,three_year_early,2%,D2 minus mean,-9.007835,-21.638452,-1.758082,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_observed_only_b2,three_year_early,2%,mean minus lottery,10.381794,5.057676,19.450116,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_percentile_0_b2,three_year_early,2%,mean minus lottery,8.536634,3.484515,18.401002,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_pool_mean_b2,three_year_early,2%,mean minus lottery,8.802273,4.420526,16.667523,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
pairedall_three_year_early_mean_vs_lottery_missing_zero_citation_percentile_b2,three_year_early,2%,mean minus lottery,8.601028,4.026314,17.783945,"paired bootstrap on the difference, same frozen draws; exploratory, pointwise"
